x1,x2,y
0.8766074985069511,3.007881528942328,1
0.22937269001244076,0.6613929058017043,0
0.24141584967255647,1.6104153415109144,1
0.8311639241982947,1.8795281590113415,0
0.3092437289409746,0.6632466535547296,0
0.9990452932142356,2.9281441508922708,1
0.09721445795868189,1.3055721386945593,1
0.5194214707813001,0.9531561963407624,0
0.773616021220204,2.7044126643784834,1
0.7600509127400723,2.2117057480846394,1
0.4291066713516366,2.0613604449918004,1
0.6725816492021421,1.9779032198364361,1
0.17630204893707058,0.06664961200737618,0
0.10614927245385253,1.1482091557604095,1
0.3787683776065468,1.5257925936281689,1
0.5298573069621424,2.3410914846181856,1
0.3944920520897318,1.1266592063807042,0
0.0307561585651549,0.7828225795661148,1
0.12301009150195363,0.6609584707606311,0
0.2237427446625374,0.5705413458213833,0
0.19271153304476962,1.5781116713650558,1
0.1172532123084099,1.6486485108834321,1
0.31556595303900625,1.5807782737649703,1
0.1795239017971325,0.10267635386026874,0
0.9804307266123345,2.154327685033718,0
0.9851570715994655,3.44474183793377,1
0.3858877394854493,0.9823764921286999,0
0.3699843103651208,2.1391617445529842,1
0.35853870140888877,0.6138544457482893,0
0.7031826241168984,2.2024596576275512,1
0.8769078710147372,1.441233213059101,0
0.003557062910311881,1.0465112388432813,1
0.7282195729032442,1.981292575948279,1
0.26995443972362143,1.8231976040702125,1
0.6632095847504522,1.3023101835415603,0
0.8597072717124765,3.1243204054991556,1
0.18838483236147885,0.22879986247862594,0
0.8937008012838761,2.504898927526309,1
0.013227002542039124,-0.44373183909669844,0
0.8754616558587796,3.1065393259518945,1
0.4111144140049684,1.0499947023323013,0
0.9019665364974753,3.1840313002146106,1
0.8524293980734615,2.6118409123270245,1
0.9641773409721154,1.5761998932144183,0
0.6887551561365667,1.9482678701900227,1
0.19093476754183936,1.7314301109376156,1
0.33502561626007465,0.9204870606124987,0
0.5608553544080388,2.346852282905456,1
0.7742256929221958,2.3994154865253075,1
0.2086847249852103,0.08707457624241777,0
0.14910715903487282,0.9532084051077017,1
0.6493058956829505,2.7185807830162805,1
0.6922472524661255,2.7857176249594975,1
0.794883411324658,3.0660055730827107,1
0.5198269039677518,1.2195799814022892,0
0.9640105442153422,3.3357187745301067,1
0.7424695348100776,2.75560190011604,1
0.8135921780390207,1.8593696524915906,0
0.692356651879226,2.615530800605706,1
0.1025889438481753,0.8751657637657255,1
0.10614927245385253,-0.2786055501672039,0
0.5719311839149133,2.0474541262059978,1
0.751428403629624,1.6314646852679928,0
0.3787683776065468,0.553612748285533,0
0.32820927704011027,1.5048709961616893,1
0.7437525257771831,1.0091499488567135,0
0.7052160599959771,2.820858611599636,1
0.9457404510620238,2.305781997016675,0
0.07163069619700069,0.7278489598239167,1
0.19271153304476962,0.33859685269114914,0
0.9238690482907215,1.795277323180009,0
0.21860353820053324,1.4910048500512758,1
0.8535963385842262,2.744903352580355,1
0.5719311839149133,0.9945773564482748,0
0.47230216076869924,0.753881036458151,0
0.7750600194536368,1.2119384478537523,0
0.5120837667514494,1.0122267677749501,0
0.22132936693429617,0.12445201268816952,0
0.21913330993225166,0.27179739215416243,0
0.2736529000366825,0.1461000706008152,0
0.7770693989002693,2.33652528902569,1
0.5727372994635763,0.7116274220137008,0
0.12761881138081743,1.348190225811346,1
0.9712474347117032,1.6001605753063906,0
0.07808906146649275,0.32219094461757736,0
0.4878608137975836,1.0758162412615495,0
0.646818381318553,2.740803010677751,1
0.2278015400736435,1.1856914679863477,1
0.4862106984690492,1.0141539743385097,0
0.13815366056204792,0.4617932013929543,0
0.24082242295932477,1.534516768287438,1
0.9838647653830902,1.9872163776616945,0
0.030452490501740703,-0.3607720715738252,0
0.6392967238237609,0.8753822549645073,0
0.5015568618079669,2.1114297671538287,1
0.848927820945546,2.260300163165377,1
0.2381255801077209,0.09867854129288978,0
0.5198263557089322,1.1908748471454924,0
0.8301021666382021,1.381943296810972,0
0.5127576101584931,2.3162156287631204,1
0.10006136201279436,0.8350785364323396,1
0.04745723332803564,-0.2736217545165892,0
0.0041845664900536095,-0.12588783425996242,0
0.3277065602341628,0.31827760234635316,0
0.9895044808973315,2.142249453409157,0
0.23734435761303807,0.035260184468261735,0
0.5504619641110149,1.5318984231691894,0
0.9224934878215203,2.4334702392274297,1
0.4738921288219128,1.8539916361926099,1
0.646818381318553,1.688736031146994,0
0.6848150341407874,1.1604897214988492,0
0.6066332082805531,2.3470800822556286,1
0.9620224904638542,2.196060371826259,0
0.18838483236147885,1.4795870941358857,1
0.04406999943737544,-0.32767289612757666,0
0.25887354728028555,1.4005794302756294,1
0.6893021898573997,2.134815298109633,1
0.018825627242781806,0.3506218824318429,0
0.4830338702507624,1.1743981511847648,0
0.7300134909361152,1.9741713370411056,1
0.9773501815140704,2.108311893033751,0
0.40433735344813126,2.2817619555280553,1
0.9927195911621486,2.476993935754684,0
0.5896378056869315,1.8204728439661249,1
0.8484381820694769,1.6456064388218257,0
0.4826636237785029,1.037664547589896,0
0.9016569586825905,1.5960725734423604,0
0.7672597206933577,2.0149194882877004,0
0.2878355782679962,0.7144885555085133,0
0.8216202599462886,1.453555975462184,0
0.5484281057323797,2.3899937793057386,1
0.6662995762773898,2.586256867081355,1
0.7638345300770827,1.4002076080239756,0
0.865781696422696,2.9732571495003812,1
0.3699843103651208,0.3903407116863078,0
0.46862483741331706,0.7661685334298493,0
0.12270193835427434,1.272189399603831,1
0.45808689237051503,1.2270549655072605,0
0.4354796525312221,1.9492398925527117,1
0.4941611380815085,1.402868060336536,0
0.20886582954034183,0.7471325582673544,0
0.8597072717124765,1.6250567634741007,0
